date,description,amount,type,true_category
2023-02-10,Monthly Rent Payment,-288.186594782793,DEBIT,Rent
2023-02-11,Investment in Mutual Funds,-259.8315413760295,DEBIT,Investment
2023-02-12,Investment in Stocks,-675.5924848876027,DEBIT,Investment
2023-02-13,Purchase at Kroger,-290.61485477305024,DEBIT,Groceries
2023-02-14,Investment in Stocks,-992.6271165102272,DEBIT,Investment
2023-02-15,Utilities expense,-72.02617905718482,DEBIT,Utilities
2023-02-16,Monthly Rent Payment,-286.8733748838849,DEBIT,Rent
2023-02-17,Monthly Rent Payment,-284.31044753045506,DEBIT,Rent
2023-02-18,Dining expense,-343.40663698217946,DEBIT,Dining
2023-02-19,Salary from Company A,7908.4279298922675,CREDIT,Salary
2023-02-20,Utilities expense,-253.2190848214419,DEBIT,Utilities
2023-02-21,Entertainment expense,-117.55805232063128,DEBIT,Entertainment
2023-02-22,Shopping expense,-174.7836055438723,DEBIT,Shopping
2023-02-23,Other expense,-113.43695536530858,DEBIT,Other
2023-02-24,Investment in Stocks,-211.04157231660653,DEBIT,Investment
2023-02-25,Shopping expense,-391.5347119795621,DEBIT,Shopping
2023-02-26,Shopping expense,-93.72365064593815,DEBIT,Shopping
2023-02-27,Transportation expense,-266.627700490217,DEBIT,Transportation
2023-02-28,Salary from Company B,2312.6142026674256,CREDIT,Salary
2023-03-01,Purchase at Whole Foods,-475.7445404924558,DEBIT,Groceries
2023-03-02,Entertainment expense,-256.9195452545921,DEBIT,Entertainment
2023-03-03,Transportation expense,-382.4098824591173,DEBIT,Transportation
2023-03-04,Investment in Stocks,-964.298588575774,DEBIT,Investment
2023-03-05,Transportation expense,-207.69386127614445,DEBIT,Transportation
2023-03-06,Utilities expense,-21.35181403243874,DEBIT,Utilities
2023-03-07,Shopping expense,-249.86222282778328,DEBIT,Shopping
2023-03-08,Transportation expense,-155.78614600201814,DEBIT,Transportation
2023-03-09,Investment in Mutual Funds,-233.797179253359,DEBIT,Investment
2023-03-10,Other expense,-18.67357336595021,DEBIT,Other
2023-03-11,Purchase at Walmart,-166.5643090215595,DEBIT,Groceries
2023-03-12,Dining expense,-132.40510541883827,DEBIT,Dining
2023-03-13,Dining expense,-336.58570022642436,DEBIT,Dining
2023-03-14,Salary from Company B,4763.506793269531,CREDIT,Salary
2023-03-15,Utilities expense,-394.8237755878901,DEBIT,Utilities
2023-03-16,Utilities expense,-139.01728610601066,DEBIT,Utilities
2023-03-17,Entertainment expense,-91.58087862336242,DEBIT,Entertainment
2023-03-18,Other expense,-26.816890337371685,DEBIT,Other
2023-03-19,Utilities expense,-87.47532023402655,DEBIT,Utilities
2023-03-20,Purchase at Walmart,-207.770878516543,DEBIT,Groceries
2023-03-21,Other expense,-11.89439209195688,DEBIT,Other
2023-03-22,Dining expense,-437.41424855118146,DEBIT,Dining
2023-03-23,Salary from Company B,6972.893750289251,CREDIT,Salary
2023-03-24,Monthly Rent Payment,-255.46572585781274,DEBIT,Rent
2023-03-25,Transportation expense,-96.77343869548406,DEBIT,Transportation
2023-03-26,Utilities expense,-205.57804589250443,DEBIT,Utilities
2023-03-27,Salary from Company B,2105.7708029905043,CREDIT,Salary
2023-03-28,Dining expense,-98.58958701907511,DEBIT,Dining
2023-03-29,Transportation expense,-295.3562627828104,DEBIT,Transportation
2023-03-30,Shopping expense,-146.37221266041163,DEBIT,Shopping
2023-03-31,Entertainment expense,-185.14366070417861,DEBIT,Entertainment
2023-04-01,Transportation expense,-422.9128423367013,DEBIT,Transportation
2023-04-02,Dining expense,-381.2730809103153,DEBIT,Dining
2023-04-03,Salary from Company C,5525.373477294421,CREDIT,Salary
2023-04-04,Utilities expense,-293.96523769703794,DEBIT,Utilities
2023-04-05,Salary from Company B,6273.796781108928,CREDIT,Salary
2023-04-06,Dining expense,-155.3530008684831,DEBIT,Dining
2023-04-07,Dining expense,-171.1567338868058,DEBIT,Dining
2023-04-08,Dining expense,-37.97381925762619,DEBIT,Dining
2023-04-09,Salary from Company A,2440.6454569407456,CREDIT,Salary
2023-04-10,Utilities expense,-421.1703311374488,DEBIT,Utilities
2023-04-11,Purchase at Whole Foods,-354.1530444355074,DEBIT,Groceries
2023-04-12,Investment in Stocks,-770.5242434595506,DEBIT,Investment
2023-04-13,Entertainment expense,-374.5271795398267,DEBIT,Entertainment
2023-04-14,Salary from Company A,7421.171458462428,CREDIT,Salary
2023-04-15,Dining expense,-197.54591790091908,DEBIT,Dining
2023-04-16,Purchase at Trader Joe,-356.77722358590574,DEBIT,Groceries
2023-04-17,Salary from Company B,2205.860320982672,CREDIT,Salary
2023-04-18,Utilities expense,-70.01336349885287,DEBIT,Utilities
2023-04-19,Entertainment expense,-90.58581893414211,DEBIT,Entertainment
2023-04-20,Transportation expense,-39.58566631052331,DEBIT,Transportation
2023-04-21,Salary from Company B,6324.060360559278,CREDIT,Salary
2023-04-22,Transportation expense,-40.62607293140947,DEBIT,Transportation
2023-04-23,Dining expense,-56.871344688310955,DEBIT,Dining
2023-04-24,Shopping expense,-385.39122986492305,DEBIT,Shopping
2023-04-25,Shopping expense,-50.69842035523636,DEBIT,Shopping
2023-04-26,Utilities expense,-131.62787423198068,DEBIT,Utilities
2023-04-27,Entertainment expense,-272.82512179299476,DEBIT,Entertainment
2023-04-28,Monthly Rent Payment,-437.79086241282437,DEBIT,Rent
2023-04-29,Dining expense,-204.80245685707402,DEBIT,Dining
2023-04-30,Purchase at Kroger,-451.25507097877494,DEBIT,Groceries
2023-05-01,Utilities expense,-39.11742384590538,DEBIT,Utilities
2023-05-02,Shopping expense,-80.62610163307951,DEBIT,Shopping
2023-05-03,Dining expense,-497.85006304375884,DEBIT,Dining
2023-05-04,Investment in Stocks,-156.79883316863098,DEBIT,Investment
2023-05-05,Purchase at Kroger,-468.44260619324115,DEBIT,Groceries
2023-05-06,Dining expense,-59.87245906199771,DEBIT,Dining
2023-05-07,Transportation expense,-382.24824128348433,DEBIT,Transportation
2023-05-08,Purchase at Walmart,-479.5931007962028,DEBIT,Groceries
2023-05-09,Purchase at Trader Joe,-416.2826742463179,DEBIT,Groceries
2023-05-10,Transportation expense,-34.848162132421805,DEBIT,Transportation
2023-05-11,Dining expense,-31.393965050325505,DEBIT,Dining
2023-05-12,Dining expense,-466.0280461058024,DEBIT,Dining
2023-05-13,Other expense,-153.50361919528973,DEBIT,Other
2023-05-14,Purchase at Walmart,-70.31502200202073,DEBIT,Groceries
2023-05-15,Dining expense,-40.17355861175162,DEBIT,Dining
2023-05-16,Shopping expense,-380.12403407275565,DEBIT,Shopping
2023-05-17,Purchase at Walmart,-317.7506764961339,DEBIT,Groceries
2023-05-18,Transportation expense,-400.8681159407272,DEBIT,Transportation
2023-05-19,Transportation expense,-432.1214517344076,DEBIT,Transportation
2023-05-20,Transportation expense,-25.849442851213382,DEBIT,Transportation
2023-05-21,Other expense,-134.04139417206758,DEBIT,Other
2023-05-22,Transportation expense,-248.66275527285686,DEBIT,Transportation
2023-05-23,Purchase at Whole Foods,-248.9438567152366,DEBIT,Groceries
2023-05-24,Dining expense,-36.80997461484281,DEBIT,Dining
2023-05-25,Entertainment expense,-333.96658242874787,DEBIT,Entertainment
2023-05-26,Entertainment expense,-309.8822349275921,DEBIT,Entertainment
2023-05-27,Salary from Company C,6482.388309770008,CREDIT,Salary
2023-05-28,Dining expense,-483.052678883862,DEBIT,Dining
2023-05-29,Salary from Company C,6444.206192692366,CREDIT,Salary
2023-05-30,Utilities expense,-241.86044770353143,DEBIT,Utilities
2023-05-31,Investment in Mutual Funds,-529.1588309011963,DEBIT,Investment
2023-06-01,Dining expense,-111.2923775817428,DEBIT,Dining
2023-06-02,Investment in Mutual Funds,-841.1202923414038,DEBIT,Investment
2023-06-03,Investment in Mutual Funds,-498.2784562158293,DEBIT,Investment
2023-06-04,Utilities expense,-304.32274680244063,DEBIT,Utilities
2023-06-05,Return from Bonds,897.1305097420363,CREDIT,Investment
2023-06-06,Shopping expense,-175.04666680160506,DEBIT,Shopping
2023-06-07,Entertainment expense,-364.5499210564454,DEBIT,Entertainment
2023-06-08,Other expense,-11.8094323155594,DEBIT,Other
2023-06-09,Transportation expense,-469.3472043786829,DEBIT,Transportation
2023-06-10,Transportation expense,-153.86082549940545,DEBIT,Transportation
2023-06-11,Shopping expense,-18.206639390535816,DEBIT,Shopping
2023-06-12,Transportation expense,-156.39956095088178,DEBIT,Transportation
2023-06-13,Entertainment expense,-332.35316429152067,DEBIT,Entertainment
2023-06-14,Utilities expense,-198.59859398090924,DEBIT,Utilities
2023-06-15,Monthly Rent Payment,-171.84578075133686,DEBIT,Rent
2023-06-16,Transportation expense,-160.83739721877706,DEBIT,Transportation
2023-06-17,Dining expense,-416.80212876220224,DEBIT,Dining
2023-06-18,Transportation expense,-359.7237404485987,DEBIT,Transportation
2023-06-19,Transportation expense,-126.66258265082456,DEBIT,Transportation
2023-06-20,Transportation expense,-172.23541396547515,DEBIT,Transportation
2023-06-21,Monthly Rent Payment,-200.57951081224175,DEBIT,Rent
2023-06-22,Utilities expense,-455.232745661934,DEBIT,Utilities
2023-06-23,Shopping expense,-236.53746900095098,DEBIT,Shopping
2023-06-24,Entertainment expense,-266.1073577811645,DEBIT,Entertainment
2023-06-25,Monthly Rent Payment,-220.47585602474481,DEBIT,Rent
2023-06-26,Entertainment expense,-423.8384534236244,DEBIT,Entertainment
2023-06-27,Investment in Stocks,-984.5660001773948,DEBIT,Investment
2023-06-28,Utilities expense,-169.3760699193096,DEBIT,Utilities
2023-06-29,Utilities expense,-327.73280482412434,DEBIT,Utilities
2023-06-30,Utilities expense,-364.7948821455258,DEBIT,Utilities
2023-07-01,Shopping expense,-495.9661709013322,DEBIT,Shopping
2023-07-02,Transportation expense,-293.3366574011044,DEBIT,Transportation
2023-07-03,Dining expense,-157.72243604999767,DEBIT,Dining
2023-07-04,Other expense,-229.3667537652366,DEBIT,Other
2023-07-05,Investment in Bonds,-989.1234009345253,DEBIT,Investment
2023-07-06,Purchase at Kroger,-181.57693002636162,DEBIT,Groceries
2023-07-07,Utilities expense,-139.736300153743,DEBIT,Utilities
2023-07-08,Monthly Rent Payment,-241.01411390457145,DEBIT,Rent
2023-07-09,Monthly Rent Payment,-262.8006092467338,DEBIT,Rent
2023-07-10,Other expense,-463.17104002197664,DEBIT,Other
2023-07-11,Transportation expense,-427.88767977272124,DEBIT,Transportation
2023-07-12,Other expense,-94.3811004231534,DEBIT,Other
2023-07-13,Dining expense,-336.9907255040497,DEBIT,Dining
2023-07-14,Monthly Rent Payment,-138.23337817025396,DEBIT,Rent
2023-07-15,Investment in Bonds,-923.5564808810103,DEBIT,Investment
2023-07-16,Entertainment expense,-195.96257332697218,DEBIT,Entertainment
2023-07-17,Salary from Company C,7393.966516283333,CREDIT,Salary
2023-07-18,Monthly Rent Payment,-319.78909288858915,DEBIT,Rent
2023-07-19,Investment in Bonds,-364.52613950857267,DEBIT,Investment
2023-07-20,Shopping expense,-81.16308778666188,DEBIT,Shopping
2023-07-21,Shopping expense,-131.78686466639988,DEBIT,Shopping
2023-07-22,Investment in Bonds,-375.08330490659404,DEBIT,Investment
2023-07-23,Transportation expense,-222.4998753913335,DEBIT,Transportation
2023-07-24,Other expense,-212.4511973020478,DEBIT,Other
2023-07-25,Salary from Company C,4899.849884800995,CREDIT,Salary
2023-07-26,Transportation expense,-355.4869521788276,DEBIT,Transportation
2023-07-27,Investment in Bonds,-513.6305582408017,DEBIT,Investment
2023-07-28,Other expense,-192.08649835585308,DEBIT,Other
2023-07-29,Salary from Company A,3496.9653129450985,CREDIT,Salary
2023-07-30,Monthly Rent Payment,-210.171890503275,DEBIT,Rent
2023-07-31,Transportation expense,-475.7220652088009,DEBIT,Transportation
2023-08-01,Monthly Rent Payment,-258.71898656850925,DEBIT,Rent
2023-08-02,Transportation expense,-289.81863051217675,DEBIT,Transportation
2023-08-03,Other expense,-137.54118855407816,DEBIT,Other
2023-08-04,Monthly Rent Payment,-93.38192426598566,DEBIT,Rent
2023-08-05,Utilities expense,-40.865155924149136,DEBIT,Utilities
2023-08-06,Utilities expense,-74.77260051336737,DEBIT,Utilities
2023-08-07,Dining expense,-37.51955570250681,DEBIT,Dining
2023-08-08,Shopping expense,-368.0181575646574,DEBIT,Shopping
2023-08-09,Investment in Mutual Funds,-478.57699299485375,DEBIT,Investment
2023-08-10,Entertainment expense,-460.6995217939165,DEBIT,Entertainment
2023-08-11,Entertainment expense,-479.46483019293873,DEBIT,Entertainment
2023-08-12,Monthly Rent Payment,-342.7600465652836,DEBIT,Rent
2023-08-13,Entertainment expense,-158.38219390943206,DEBIT,Entertainment
2023-08-14,Utilities expense,-457.84506953953337,DEBIT,Utilities
2023-08-15,Purchase at Whole Foods,-172.46133787070738,DEBIT,Groceries
2023-08-16,Utilities expense,-352.458538493633,DEBIT,Utilities
2023-08-17,Dining expense,-31.78599761421679,DEBIT,Dining
2023-08-18,Entertainment expense,-208.02293071377647,DEBIT,Entertainment
2023-08-19,Utilities expense,-152.30626383101333,DEBIT,Utilities
2023-08-20,Salary from Company B,3013.045844019535,CREDIT,Salary
2023-08-21,Investment in Mutual Funds,-200.99305971954686,DEBIT,Investment
2023-08-22,Purchase at Walmart,-230.88868911952997,DEBIT,Groceries
2023-08-23,Monthly Rent Payment,-199.79775939699817,DEBIT,Rent
2023-08-24,Shopping expense,-380.4062801385018,DEBIT,Shopping
2023-08-25,Investment in Bonds,-104.84675276002888,DEBIT,Investment
2023-08-26,Investment in Bonds,-701.1099295909951,DEBIT,Investment
2023-08-27,Salary from Company A,5742.2473165905685,CREDIT,Salary
2023-08-28,Monthly Rent Payment,-425.13714748546784,DEBIT,Rent
2023-08-29,Shopping expense,-422.7711710846238,DEBIT,Shopping
2023-08-30,Salary from Company B,7642.634719434839,CREDIT,Salary
2023-08-31,Entertainment expense,-171.08665743828814,DEBIT,Entertainment
2023-09-01,Dining expense,-445.6876228731755,DEBIT,Dining
2023-09-02,Monthly Rent Payment,-472.9602503807466,DEBIT,Rent
2023-09-03,Utilities expense,-250.4561275725847,DEBIT,Utilities
2023-09-04,Utilities expense,-417.45934002194855,DEBIT,Utilities
2023-09-05,Other expense,-132.83739099565486,DEBIT,Other
2023-09-06,Transportation expense,-368.1535103082005,DEBIT,Transportation
2023-09-07,Purchase at Trader Joe,-46.46437768544216,DEBIT,Groceries
2023-09-08,Investment in Stocks,-677.0838483497979,DEBIT,Investment
2023-09-09,Other expense,-123.15179942276397,DEBIT,Other
2023-09-10,Purchase at Walmart,-334.4606387386231,DEBIT,Groceries
2023-09-11,Purchase at Kroger,-136.09245722407792,DEBIT,Groceries
2023-09-12,Transportation expense,-327.55425133481253,DEBIT,Transportation
2023-09-13,Investment in Bonds,-617.4366386650145,DEBIT,Investment
2023-09-14,Investment in Mutual Funds,-302.7506279347864,DEBIT,Investment
2023-09-15,Utilities expense,-354.24447242121147,DEBIT,Utilities
2023-09-16,Utilities expense,-123.23034363661031,DEBIT,Utilities
2023-09-17,Utilities expense,-208.48468963101348,DEBIT,Utilities
2023-09-18,Dining expense,-199.73652427591918,DEBIT,Dining
2023-09-19,Salary from Company A,2146.455721011723,CREDIT,Salary
2023-09-20,Dining expense,-73.30083598634461,DEBIT,Dining
2023-09-21,Shopping expense,-154.04931270300418,DEBIT,Shopping
2023-09-22,Purchase at Trader Joe,-450.1687519305636,DEBIT,Groceries
2023-09-23,Return from Stocks,129.26969679804927,CREDIT,Investment
2023-09-24,Entertainment expense,-118.0862641045135,DEBIT,Entertainment
2023-09-25,Investment in Stocks,-823.4328440520329,DEBIT,Investment
2023-09-26,Other expense,-237.841144280366,DEBIT,Other
2023-09-27,Monthly Rent Payment,-22.67252162249768,DEBIT,Rent
2023-09-28,Investment in Bonds,-864.2555511757141,DEBIT,Investment
2023-09-29,Utilities expense,-135.03968622012948,DEBIT,Utilities
2023-09-30,Investment in Stocks,-101.90549381396411,DEBIT,Investment
2023-10-01,Utilities expense,-316.32842106813405,DEBIT,Utilities
2023-10-02,Utilities expense,-298.03108683928536,DEBIT,Utilities
2023-10-03,Salary from Company A,6924.581802486087,CREDIT,Salary
2023-10-04,Monthly Rent Payment,-490.01933025076806,DEBIT,Rent
2023-10-05,Shopping expense,-413.365355711554,DEBIT,Shopping
2023-10-06,Shopping expense,-188.21410945576747,DEBIT,Shopping
2023-10-07,Transportation expense,-296.0866200465525,DEBIT,Transportation
2023-10-08,Utilities expense,-228.99733424623926,DEBIT,Utilities
2023-10-09,Transportation expense,-456.13849182058703,DEBIT,Transportation
2023-10-10,Transportation expense,-477.4803188693655,DEBIT,Transportation
2023-10-11,Other expense,-96.20361851646459,DEBIT,Other
2023-10-12,Utilities expense,-430.6878531706805,DEBIT,Utilities
2023-10-13,Dining expense,-60.34877662055515,DEBIT,Dining
2023-10-14,Entertainment expense,-401.88033130373145,DEBIT,Entertainment
2023-10-15,Purchase at Whole Foods,-56.610656852635245,DEBIT,Groceries
2023-10-16,Monthly Rent Payment,-482.3914092218217,DEBIT,Rent
2023-10-17,Investment in Mutual Funds,-471.7984744770627,DEBIT,Investment
2023-10-18,Salary from Company B,5949.148701866931,CREDIT,Salary
2023-10-19,Other expense,-188.44380156257904,DEBIT,Other
2023-10-20,Shopping expense,-53.69524312397998,DEBIT,Shopping
2023-10-21,Salary from Company A,5615.5410380838,CREDIT,Salary
2023-10-22,Investment in Stocks,-160.35023299496362,DEBIT,Investment
2023-10-23,Utilities expense,-112.79767602997862,DEBIT,Utilities
2023-10-24,Dining expense,-476.473361389542,DEBIT,Dining
2023-10-25,Transportation expense,-337.73015432061817,DEBIT,Transportation
2023-10-26,Salary from Company B,7609.999124918357,CREDIT,Salary
2023-10-27,Purchase at Kroger,-451.62546986794354,DEBIT,Groceries
2023-10-28,Monthly Rent Payment,-444.81951235212256,DEBIT,Rent
2023-10-29,Return from Bonds,879.7694205095376,CREDIT,Investment
2023-10-30,Purchase at Trader Joe,-255.46485893240606,DEBIT,Groceries
2023-10-31,Dining expense,-100.53486874506376,DEBIT,Dining
2023-11-01,Utilities expense,-469.8454771707448,DEBIT,Utilities
2023-11-02,Purchase at Kroger,-69.85445841292159,DEBIT,Groceries
2023-11-03,Shopping expense,-288.7298761860896,DEBIT,Shopping
2023-11-04,Return from Bonds,944.8988400428696,CREDIT,Investment
2023-11-05,Other expense,-470.77568864112544,DEBIT,Other
2023-11-06,Investment in Mutual Funds,-301.3346300945996,DEBIT,Investment
2023-11-07,Shopping expense,-303.46063175855016,DEBIT,Shopping
2023-11-08,Monthly Rent Payment,-227.4986146581599,DEBIT,Rent
2023-11-09,Salary from Company C,4489.415126945981,CREDIT,Salary
2023-11-10,Utilities expense,-133.79536186714347,DEBIT,Utilities
2023-11-11,Purchase at Kroger,-302.4582110737185,DEBIT,Groceries
2023-11-12,Utilities expense,-229.72931228523038,DEBIT,Utilities
2023-11-13,Monthly Rent Payment,-383.04520422279734,DEBIT,Rent
2023-11-14,Shopping expense,-447.55752980761,DEBIT,Shopping
2023-11-15,Salary from Company B,2401.9820202497117,CREDIT,Salary
2023-11-16,Shopping expense,-316.3782159160088,DEBIT,Shopping
