date,description,amount,type,true_category,month,day_of_week,is_weekend,amount_category
2023-12-05,transportation expense,-386.7477132064514,DEBIT,Transportation,12,1,0,large
2023-12-06,other expense,-280.41160069650965,DEBIT,Other,12,2,0,large
2023-12-07,entertainment expense,-409.10347265370785,DEBIT,Entertainment,12,3,0,large
2023-12-08,purchase at trader joe,-179.28357570317928,DEBIT,Groceries,12,4,0,medium
2023-12-09,entertainment expense,-463.88722345302835,DEBIT,Entertainment,12,5,1,large
2023-12-10,transportation expense,-232.38551312720583,DEBIT,Transportation,12,6,1,large
2023-12-11,entertainment expense,-247.64011415034594,DEBIT,Entertainment,12,0,0,large
2023-12-12,dining expense,-29.40903400791875,DEBIT,Dining,12,1,0,small
2023-12-13,return from stocks,711.535983252737,CREDIT,Investment,12,2,0,large
2023-12-14,salary from company a,5830.283862824506,CREDIT,Salary,12,3,0,very_large
2023-12-15,shopping expense,-360.65077158877165,DEBIT,Shopping,12,4,0,large
2023-12-16,transportation expense,-91.31718505351368,DEBIT,Transportation,12,5,1,medium
2023-12-17,monthly rent payment,-208.74688414046312,DEBIT,Rent,12,6,1,large
2023-12-18,purchase at whole foods,-349.8550034304594,DEBIT,Groceries,12,0,0,large
2023-12-19,other expense,-219.56314662738478,DEBIT,Other,12,1,0,large
2023-12-20,other expense,-163.98954053183783,DEBIT,Other,12,2,0,medium
2023-12-21,investment in bonds,-211.54590837949377,DEBIT,Investment,12,3,0,large
2023-12-22,dining expense,-384.7434599975533,DEBIT,Dining,12,4,0,large
2023-12-23,return from mutual funds,760.3993749344124,CREDIT,Investment,12,5,1,large
2023-12-24,transportation expense,-175.19294951019467,DEBIT,Transportation,12,6,1,medium
2023-12-25,other expense,-466.8708976688449,DEBIT,Other,12,0,0,large
2023-12-26,purchase at whole foods,-323.18276077203154,DEBIT,Groceries,12,1,0,large
2023-12-27,monthly rent payment,-186.65405937184343,DEBIT,Rent,12,2,0,medium
2023-12-28,dining expense,-218.12464239119325,DEBIT,Dining,12,3,0,large
2023-12-29,transportation expense,-289.7383591083016,DEBIT,Transportation,12,4,0,large
2023-12-30,purchase at trader joe,-368.23057131416016,DEBIT,Groceries,12,5,1,large
2023-12-31,monthly rent payment,-228.82734943487833,DEBIT,Rent,12,6,1,large
2023-01-01,dining expense,-200.21252144246742,DEBIT,Dining,1,6,1,large
2023-01-02,transportation expense,-311.35715403706894,DEBIT,Transportation,1,0,0,large
2023-01-03,entertainment expense,-443.9733996547367,DEBIT,Entertainment,1,1,0,large
2023-01-04,monthly rent payment,-212.39720989752914,DEBIT,Rent,1,2,0,large
2023-01-05,purchase at kroger,-474.9374631742601,DEBIT,Groceries,1,3,0,large
2023-01-06,other expense,-476.7994793168171,DEBIT,Other,1,4,0,large
2023-01-07,utilities expense,-170.85921714457712,DEBIT,Utilities,1,5,1,medium
2023-01-08,shopping expense,-231.9702867040638,DEBIT,Shopping,1,6,1,large
2023-01-09,shopping expense,-443.4017906302385,DEBIT,Shopping,1,0,0,large
2023-01-10,dining expense,-116.39983336228754,DEBIT,Dining,1,1,0,medium
2023-01-11,dining expense,-321.232819507281,DEBIT,Dining,1,2,0,large
2023-01-12,other expense,-490.2823627059,DEBIT,Other,1,3,0,large
2023-01-13,investment in stocks,-161.72924795527175,DEBIT,Investment,1,4,0,medium
2023-01-14,investment in mutual funds,-466.86184182282284,DEBIT,Investment,1,5,1,large
2023-01-15,investment in stocks,-288.4912276236656,DEBIT,Investment,1,6,1,large
2023-01-16,monthly rent payment,-448.29907336532546,DEBIT,Rent,1,0,0,large
2023-01-17,shopping expense,-347.0989098985552,DEBIT,Shopping,1,1,0,large
2023-01-18,salary from company b,7250.752909026828,CREDIT,Salary,1,2,0,very_large
2023-01-19,dining expense,-182.74604867942517,DEBIT,Dining,1,3,0,medium
2023-01-20,transportation expense,-397.9264055860326,DEBIT,Transportation,1,4,0,large
2023-01-21,utilities expense,-208.84905126465213,DEBIT,Utilities,1,5,1,large
2023-01-22,transportation expense,-237.32165932542958,DEBIT,Transportation,1,6,1,large
2023-01-23,dining expense,-374.1945638998232,DEBIT,Dining,1,0,0,large
2023-01-24,shopping expense,-260.9471605692222,DEBIT,Shopping,1,1,0,large
2023-01-25,purchase at whole foods,-163.93498555084687,DEBIT,Groceries,1,2,0,medium
2023-01-26,shopping expense,-305.49789073552125,DEBIT,Shopping,1,3,0,large
2023-01-27,salary from company c,2912.8113983863127,CREDIT,Salary,1,4,0,very_large
2023-01-28,transportation expense,-202.679445877291,DEBIT,Transportation,1,5,1,large
2023-01-29,salary from company c,6439.635131557108,CREDIT,Salary,1,6,1,very_large
2023-01-30,shopping expense,-316.66266354417024,DEBIT,Shopping,1,0,0,large
2023-01-31,dining expense,-218.73129040835906,DEBIT,Dining,1,1,0,large
2023-02-01,return from stocks,867.7194922457657,CREDIT,Investment,2,2,0,large
2023-02-02,other expense,-198.7439752165737,DEBIT,Other,2,3,0,medium
2023-02-03,salary from company b,5895.832839845907,CREDIT,Salary,2,4,0,very_large
2023-02-04,other expense,-317.25362938389145,DEBIT,Other,2,5,1,large
2023-02-05,return from bonds,127.55818324137385,CREDIT,Investment,2,6,1,medium
2023-02-06,salary from company a,7529.708687228329,CREDIT,Salary,2,0,0,very_large
2023-02-07,utilities expense,-119.67106645752045,DEBIT,Utilities,2,1,0,medium
2023-02-08,shopping expense,-446.29516392860944,DEBIT,Shopping,2,2,0,large
2023-02-09,investment in bonds,-982.7991772987459,DEBIT,Investment,2,3,0,large
2023-02-10,investment in stocks,-333.9499579180391,DEBIT,Investment,2,4,0,large
2023-02-11,transportation expense,-251.34623928187767,DEBIT,Transportation,2,5,1,large
2023-02-12,monthly rent payment,-180.1365963140698,DEBIT,Rent,2,6,1,medium
2023-02-13,return from stocks,196.0095978438569,CREDIT,Investment,2,0,0,medium
2023-02-14,salary from company a,4774.441524355929,CREDIT,Salary,2,1,0,very_large
2023-02-15,entertainment expense,-196.58789628671877,DEBIT,Entertainment,2,2,0,medium
2023-02-16,monthly rent payment,-476.1555518217969,DEBIT,Rent,2,3,0,large
2023-02-17,dining expense,-35.85398871939745,DEBIT,Dining,2,4,0,small
2023-02-18,dining expense,-228.86881048574162,DEBIT,Dining,2,5,1,large
2023-02-19,salary from company b,5004.480356094602,CREDIT,Salary,2,6,1,very_large
2023-02-20,shopping expense,-353.97887056282383,DEBIT,Shopping,2,0,0,large
2023-02-21,salary from company b,5588.483258823497,CREDIT,Salary,2,1,0,very_large
2023-02-22,entertainment expense,-292.8740521900271,DEBIT,Entertainment,2,2,0,large
2023-02-23,transportation expense,-351.0409476330488,DEBIT,Transportation,2,3,0,large
2023-02-24,shopping expense,-56.81077982752947,DEBIT,Shopping,2,4,0,medium
2023-02-25,shopping expense,-425.5413737097888,DEBIT,Shopping,2,5,1,large
2023-02-26,shopping expense,-378.2369467054844,DEBIT,Shopping,2,6,1,large
2023-02-27,utilities expense,-40.804316564116135,DEBIT,Utilities,2,0,0,small
2023-02-28,purchase at kroger,-43.653612926695274,DEBIT,Groceries,2,1,0,small
2023-03-01,transportation expense,-280.45644072838877,DEBIT,Transportation,3,2,0,large
2023-03-02,entertainment expense,-115.97942998690296,DEBIT,Entertainment,3,3,0,medium
2023-03-03,other expense,-21.673494233771898,DEBIT,Other,3,4,0,small
2023-03-04,purchase at trader joe,-56.86007910905409,DEBIT,Groceries,3,5,1,medium
2023-03-05,transportation expense,-81.22096241654795,DEBIT,Transportation,3,6,1,medium
2023-03-06,salary from company a,4358.02733762573,CREDIT,Salary,3,0,0,very_large
2023-03-07,salary from company c,7619.866839849757,CREDIT,Salary,3,1,0,very_large
2023-03-08,utilities expense,-264.5123247065525,DEBIT,Utilities,3,2,0,large
2023-03-09,shopping expense,-22.65913119094487,DEBIT,Shopping,3,3,0,small
2023-03-10,transportation expense,-253.10937068249603,DEBIT,Transportation,3,4,0,large
2023-03-11,purchase at trader joe,-411.872724765075,DEBIT,Groceries,3,5,1,large
2023-03-12,other expense,-334.63035154459254,DEBIT,Other,3,6,1,large
2023-03-13,shopping expense,-227.205018565815,DEBIT,Shopping,3,0,0,large
2023-03-14,salary from company b,7540.840345321899,CREDIT,Salary,3,1,0,very_large
2023-03-15,investment in stocks,-474.2072137408999,DEBIT,Investment,3,2,0,large
2023-03-16,investment in bonds,-456.35973856310625,DEBIT,Investment,3,3,0,large
2023-03-17,shopping expense,-88.96576559242916,DEBIT,Shopping,3,4,0,medium
2023-03-18,salary from company c,2586.885856584497,CREDIT,Salary,3,5,1,very_large
2023-03-19,other expense,-410.38424521246054,DEBIT,Other,3,6,1,large
2023-03-20,investment in stocks,-794.0397837155598,DEBIT,Investment,3,0,0,large
2023-03-21,investment in stocks,-671.3792884952483,DEBIT,Investment,3,1,0,large
2023-03-22,transportation expense,-411.4471578104516,DEBIT,Transportation,3,2,0,large
2023-03-23,shopping expense,-311.12005708303906,DEBIT,Shopping,3,3,0,large
2023-03-24,dining expense,-425.3167701346288,DEBIT,Dining,3,4,0,large
2023-03-25,utilities expense,-402.8403951158381,DEBIT,Utilities,3,5,1,large
2023-03-26,other expense,-468.63881549333166,DEBIT,Other,3,6,1,large
2023-03-27,monthly rent payment,-209.00386210175532,DEBIT,Rent,3,0,0,large
2023-03-28,transportation expense,-273.1697796511542,DEBIT,Transportation,3,1,0,large
2023-03-29,salary from company b,3280.082089957099,CREDIT,Salary,3,2,0,very_large
2023-03-30,dining expense,-138.2063681366304,DEBIT,Dining,3,3,0,medium
2023-03-31,transportation expense,-63.82070480645966,DEBIT,Transportation,3,4,0,medium
2023-04-01,monthly rent payment,-283.86125738761837,DEBIT,Rent,4,5,1,large
2023-04-02,entertainment expense,-39.343245312744806,DEBIT,Entertainment,4,6,1,small
2023-04-03,transportation expense,-143.5105923440234,DEBIT,Transportation,4,0,0,medium
2023-04-04,purchase at walmart,-57.360679790024996,DEBIT,Groceries,4,1,0,medium
2023-04-05,purchase at walmart,-141.7393033298534,DEBIT,Groceries,4,2,0,medium
2023-04-06,entertainment expense,-40.28028096615286,DEBIT,Entertainment,4,3,0,small
2023-04-07,salary from company b,6538.902430533147,CREDIT,Salary,4,4,0,very_large
2023-04-08,other expense,-114.13040556917132,DEBIT,Other,4,5,1,medium
2023-04-09,purchase at walmart,-67.96180824974303,DEBIT,Groceries,4,6,1,medium
2023-04-10,entertainment expense,-435.2542618302334,DEBIT,Entertainment,4,0,0,large
2023-04-11,entertainment expense,-259.6473226224799,DEBIT,Entertainment,4,1,0,large
2023-04-12,investment in bonds,-380.58903764194264,DEBIT,Investment,4,2,0,large
2023-04-13,investment in stocks,-163.0219068617708,DEBIT,Investment,4,3,0,medium
2023-04-14,purchase at whole foods,-177.946703467848,DEBIT,Groceries,4,4,0,medium
2023-04-15,investment in bonds,-360.4522704069532,DEBIT,Investment,4,5,1,large
2023-04-16,return from stocks,767.0560811291939,CREDIT,Investment,4,6,1,large
2023-04-17,transportation expense,-42.808027700272206,DEBIT,Transportation,4,0,0,small
2023-04-18,other expense,-146.98761251581288,DEBIT,Other,4,1,0,medium
2023-04-19,dining expense,-487.4195552606159,DEBIT,Dining,4,2,0,large
2023-04-20,transportation expense,-461.4693673697646,DEBIT,Transportation,4,3,0,large
2023-04-21,purchase at trader joe,-103.18154764248929,DEBIT,Groceries,4,4,0,medium
2023-04-22,salary from company b,6525.648678863232,CREDIT,Salary,4,5,1,very_large
2023-04-23,investment in stocks,-142.25757611825554,DEBIT,Investment,4,6,1,medium
2023-04-24,purchase at kroger,-57.91137045459374,DEBIT,Groceries,4,0,0,medium
2023-04-25,dining expense,-230.33632090340612,DEBIT,Dining,4,1,0,large
2023-04-26,other expense,-305.93276693361906,DEBIT,Other,4,2,0,large
2023-04-27,entertainment expense,-230.15742814225283,DEBIT,Entertainment,4,3,0,large
2023-04-28,shopping expense,-428.7858738934273,DEBIT,Shopping,4,4,0,large
2023-04-29,utilities expense,-400.65696693319103,DEBIT,Utilities,4,5,1,large
2023-04-30,utilities expense,-427.2092892245641,DEBIT,Utilities,4,6,1,large
2023-05-01,transportation expense,-305.1131695844118,DEBIT,Transportation,5,0,0,large
2023-05-02,monthly rent payment,-232.50299728463042,DEBIT,Rent,5,1,0,large
2023-05-03,dining expense,-26.20154146759591,DEBIT,Dining,5,2,0,small
2023-05-04,dining expense,-300.9830813247886,DEBIT,Dining,5,3,0,large
2023-05-05,other expense,-360.66014957981946,DEBIT,Other,5,4,0,large
2023-05-06,monthly rent payment,-393.0030489524078,DEBIT,Rent,5,5,1,large
2023-05-07,transportation expense,-477.2368429575672,DEBIT,Transportation,5,6,1,large
2023-05-08,dining expense,-261.6117541641387,DEBIT,Dining,5,0,0,large
2023-05-09,entertainment expense,-432.40069589696594,DEBIT,Entertainment,5,1,0,large
2023-05-10,salary from company b,2076.9266367698715,CREDIT,Salary,5,2,0,very_large
2023-05-11,salary from company a,6568.445999935062,CREDIT,Salary,5,3,0,very_large
2023-05-12,monthly rent payment,-93.24647365832155,DEBIT,Rent,5,4,0,medium
2023-05-13,salary from company c,5521.091153080569,CREDIT,Salary,5,5,1,very_large
2023-05-14,entertainment expense,-426.24663902899033,DEBIT,Entertainment,5,6,1,large
2023-05-15,dining expense,-108.97896240361355,DEBIT,Dining,5,0,0,medium
2023-05-16,return from bonds,494.25123032788247,CREDIT,Investment,5,1,0,large
2023-05-17,other expense,-393.5096602805198,DEBIT,Other,5,2,0,large
2023-05-18,entertainment expense,-429.3354272326075,DEBIT,Entertainment,5,3,0,large
2023-05-19,transportation expense,-406.5561490850502,DEBIT,Transportation,5,4,0,large
2023-05-20,dining expense,-47.549474735816624,DEBIT,Dining,5,5,1,small
2023-05-21,utilities expense,-183.12308627463273,DEBIT,Utilities,5,6,1,medium
2023-05-22,dining expense,-114.79395296855427,DEBIT,Dining,5,0,0,medium
2023-05-23,utilities expense,-123.23446280428803,DEBIT,Utilities,5,1,0,medium
2023-05-24,monthly rent payment,-46.9744800426626,DEBIT,Rent,5,2,0,small
2023-05-25,utilities expense,-480.4689212985985,DEBIT,Utilities,5,3,0,large
2023-05-26,shopping expense,-233.96341685762044,DEBIT,Shopping,5,4,0,large
2023-05-27,dining expense,-137.95202109381782,DEBIT,Dining,5,5,1,medium
2023-05-28,other expense,-80.22824463735157,DEBIT,Other,5,6,1,medium
2023-05-29,other expense,-492.51719805504865,DEBIT,Other,5,0,0,large
2023-05-30,shopping expense,-52.6173201509714,DEBIT,Shopping,5,1,0,medium
2023-05-31,shopping expense,-343.75733684037294,DEBIT,Shopping,5,2,0,large
2023-06-01,shopping expense,-249.3750858378889,DEBIT,Shopping,6,3,0,large
2023-06-02,entertainment expense,-312.5120583040545,DEBIT,Entertainment,6,4,0,large
2023-06-03,entertainment expense,-377.45646501298086,DEBIT,Entertainment,6,5,1,large
2023-06-04,dining expense,-62.15573540683206,DEBIT,Dining,6,6,1,medium
2023-06-05,salary from company b,3987.503890469532,CREDIT,Salary,6,0,0,very_large
2023-06-06,dining expense,-253.2484322860619,DEBIT,Dining,6,1,0,large
2023-06-07,other expense,-283.34717519096984,DEBIT,Other,6,2,0,large
2023-06-08,entertainment expense,-28.941071551115144,DEBIT,Entertainment,6,3,0,small
2023-06-09,salary from company b,2764.3639681062864,CREDIT,Salary,6,4,0,very_large
2023-06-10,utilities expense,-486.3512126727782,DEBIT,Utilities,6,5,1,large
2023-06-11,transportation expense,-324.78623009363025,DEBIT,Transportation,6,6,1,large
2023-06-12,utilities expense,-358.0078866998112,DEBIT,Utilities,6,0,0,large
2023-06-13,purchase at kroger,-408.4907199261928,DEBIT,Groceries,6,1,0,large
2023-06-14,transportation expense,-331.95783110189313,DEBIT,Transportation,6,2,0,large
2023-06-15,other expense,-33.3738002689452,DEBIT,Other,6,3,0,small
2023-06-16,salary from company c,6141.131836116064,CREDIT,Salary,6,4,0,very_large
2023-06-17,other expense,-377.0042607076203,DEBIT,Other,6,5,1,large
2023-06-18,utilities expense,-453.0986708331916,DEBIT,Utilities,6,6,1,large
2023-06-19,transportation expense,-189.30372108009902,DEBIT,Transportation,6,0,0,medium
2023-06-20,shopping expense,-332.51108030562887,DEBIT,Shopping,6,1,0,large
2023-06-21,other expense,-250.63964996008534,DEBIT,Other,6,2,0,large
2023-06-22,other expense,-287.76839572586636,DEBIT,Other,6,3,0,large
2023-06-23,salary from company b,2497.4454394647355,CREDIT,Salary,6,4,0,very_large
2023-06-24,other expense,-196.41871292859662,DEBIT,Other,6,5,1,medium
2023-06-25,other expense,-477.3583572702415,DEBIT,Other,6,6,1,large
2023-06-26,monthly rent payment,-147.93987497818185,DEBIT,Rent,6,0,0,medium
2023-06-27,salary from company a,4080.499892237097,CREDIT,Salary,6,1,0,very_large
2023-06-28,entertainment expense,-133.15206196011295,DEBIT,Entertainment,6,2,0,medium
2023-06-29,transportation expense,-21.888899176540136,DEBIT,Transportation,6,3,0,small
2023-06-30,dining expense,-410.5555237922585,DEBIT,Dining,6,4,0,large
2023-07-01,other expense,-20.00988217349311,DEBIT,Other,7,5,1,small
2023-07-02,monthly rent payment,-395.0370187270772,DEBIT,Rent,7,6,1,large
2023-07-03,return from bonds,928.7009450189781,CREDIT,Investment,7,0,0,large
2023-07-04,transportation expense,-302.4581415965851,DEBIT,Transportation,7,1,0,large
2023-07-05,return from stocks,708.0210480619296,CREDIT,Investment,7,2,0,large
2023-07-06,other expense,-441.4111647236827,DEBIT,Other,7,3,0,large
2023-07-07,monthly rent payment,-471.11960376855603,DEBIT,Rent,7,4,0,large
2023-07-08,utilities expense,-390.47324884239436,DEBIT,Utilities,7,5,1,large
2023-07-09,investment in bonds,-956.7695233549307,DEBIT,Investment,7,6,1,large
2023-07-10,dining expense,-266.5273369056788,DEBIT,Dining,7,0,0,large
2023-07-11,purchase at walmart,-81.0947606499741,DEBIT,Groceries,7,1,0,medium
2023-07-12,salary from company b,5420.0977822147115,CREDIT,Salary,7,2,0,very_large
2023-07-13,dining expense,-184.97660704537552,DEBIT,Dining,7,3,0,medium
2023-07-14,investment in mutual funds,-820.1621681328189,DEBIT,Investment,7,4,0,large
2023-07-15,salary from company b,6730.3804749571345,CREDIT,Salary,7,5,1,very_large
2023-07-16,other expense,-296.2643393000083,DEBIT,Other,7,6,1,large
2023-07-17,entertainment expense,-10.414752123409293,DEBIT,Entertainment,7,0,0,small
2023-07-18,purchase at whole foods,-106.03225582679909,DEBIT,Groceries,7,1,0,medium
2023-07-19,investment in mutual funds,-466.2146647046032,DEBIT,Investment,7,2,0,large
2023-07-20,purchase at kroger,-227.9580088081135,DEBIT,Groceries,7,3,0,large
2023-07-21,other expense,-198.31132547096706,DEBIT,Other,7,4,0,medium
2023-07-22,purchase at kroger,-462.47956102234326,DEBIT,Groceries,7,5,1,large
2023-07-23,other expense,-249.2857635478754,DEBIT,Other,7,6,1,large
2023-07-24,shopping expense,-169.21564656922033,DEBIT,Shopping,7,0,0,medium
2023-07-25,salary from company b,6511.304923578357,CREDIT,Salary,7,1,0,very_large
2023-07-26,other expense,-234.73011789411478,DEBIT,Other,7,2,0,large
2023-07-27,salary from company c,3539.5579575189613,CREDIT,Salary,7,3,0,very_large
2023-07-28,dining expense,-487.91224741793434,DEBIT,Dining,7,4,0,large
2023-07-29,return from stocks,399.47383620962285,CREDIT,Investment,7,5,1,large
